행정동,도로명주소,지번주소,위도,경도,데이터기준일자
평창동,서울특별시 종로구 평창21길 4 (평창동),서울특별시 종로구 평창동 512-24,37.61009645,126.9706999,2024-07-25
평창동,"서울특별시 종로구 평창20길 11 (평창동, 해든숲빌라)",서울특별시 종로구 평창동 148-21,37.60713759,126.9725165,2024-07-25
평창동,"서울특별시 종로구 평창문화로 102-25 (평창동, 블루스케이프평창38)",서울특별시 종로구 평창동 38,37.60853783,126.9750289,2024-07-25
평창동,서울특별시 종로구 평창24길 12 (평창동),서울특별시 종로구 평창동 76,37.60799812,126.9710112,2024-07-25
평창동,"서울특별시 종로구 평창24길 25 (평창동, 거목빌라)",서울특별시 종로구 평창동 69,37.60931659,126.9765232,2024-07-25
평창동,서울특별시 종로구 평창21길 9-34 (평창동),서울특별시 종로구 평창동 154-16,37.60313778,126.9677311,2024-07-25
평창동,"서울특별시 종로구 평창문화로 81-6 (평창동, 노블레스빌)",서울특별시 종로구 평창동 155-1,37.60711798,126.9686794,2024-07-25
평창동,"서울특별시 종로구 평창12길 8-3 (평창동, 삼경하이빌)",서울특별시 종로구 평창동 168-8,37.60652845,126.9676307,2024-07-25
평창동,서울특별시 종로구 평창12길 8-16 (평창동),서울특별시 종로구 평창동 165-1,37.60395513,126.9663254,2024-07-25
신영동,서울특별시 종로구 평창문화로 12-4 (신영동),서울특별시 종로구 신영동 72-6,37.60734253,126.97016,2024-07-25
평창동,서울특별시 종로구 평창8길 30-2 (평창동),서울특별시 종로구 평창동 260-16,37.60379362,126.9634473,2024-07-25
평창동,서울특별시 종로구 평창8길 14 (평창동),서울특별시 종로구 평창동 268-2,37.61357681,126.9660767,2024-07-25
평창동,서울특별시 종로구 평창10길 7-2 (평창동),서울특별시 종로구 평창동 234-24,37.60656833,126.9671947,2024-07-25
평창동,서울특별시 종로구 평창12길 11 (평창동),서울특별시 종로구 평창동 181,37.60827661,126.9662408,2024-07-25
평창동,서울특별시 종로구 평창길 166 (평창동),서울특별시 종로구 평창동 530-12,37.61292777,126.9671339,2024-07-25
평창동,서울특별시 종로구 평창길 140 (평창동),서울특별시 종로구 평창동 542-3,37.60507604,126.9675742,2024-07-25
평창동,서울특별시 종로구 평창11길 87 (평창동),서울특별시 종로구 평창동 124-10,37.61408018,126.9679522,2024-07-25
평창동,"서울특별시 종로구 평창14길 2 (평창동, 신한빌라)",서울특별시 종로구 평창동 350-1,37.61105406,126.9640058,2024-07-25
평창동,"서울특별시 종로구 평창11길 28 (평창동, 아름마을)",서울특별시 종로구 평창동 350-2,37.61013278,126.9639417,2024-07-25
구기동,서울특별시 종로구 평창길 43-1 (구기동),서울특별시 종로구 구기동 17-14,37.60975106,126.9631609,2024-07-25
평창동,서울특별시 종로구 평창길 83 (평창동),서울특별시 종로구 평창동 566-4,37.60770192,126.9661018,2024-07-25
평창동,서울특별시 종로구 평창길 96 (평창동),서울특별시 종로구 평창동 386-1,37.60749673,126.9613077,2024-07-25
평창동,서울특별시 종로구 평창4길 21-2 (평창동),서울특별시 종로구 평창동 562-32,37.6097398,126.9631575,2024-07-25
평창동,서울특별시 종로구 평창1길 8 (평창동),서울특별시 종로구 평창동 293-24,37.60578371,126.964552,2024-07-25
평창동,"서울특별시 종로구 평창길 12 (평창동, 파인하우스)",서울특별시 종로구 평창동 345-4,37.60623898,126.9611208,2024-07-25
신영동,서울특별시 종로구 진흥로 477-5 (신영동),서울특별시 종로구 신영동 1-6,37.60737971,126.9597532,2024-07-25
구기동,"서울특별시 종로구 진흥로25길 6 (구기동, 상신맨션)",서울특별시 종로구 구기동 67-1,37.61596155,126.9545549,2024-07-25
구기동,서울특별시 종로구 비봉길 2-6 (구기동),서울특별시 종로구 구기동 126-29,37.60889303,126.9569872,2024-07-25
구기동,서울특별시 종로구 비봉길 88 (구기동),서울특별시 종로구 구기동 216-6,37.61367399,126.9544616,2024-07-25
구기동,서울특별시 종로구 비봉5길 15 (구기동),서울특별시 종로구 구기동 230-72,37.6106068,126.9574689,2024-07-25
구기동,"서울특별시 종로구 비봉2길 14 (구기동, 효창마운틴빌)",서울특별시 종로구 구기동 136-2,37.60805267,126.9569704,2024-07-25
구기동,"서울특별시 종로구 비봉길 7 (구기동, 마운틴 뷰)",서울특별시 종로구 구기동 125-5,37.60676978,126.9575349,2024-07-25
구기동,서울특별시 종로구 진흥로 436 (구기동),서울특별시 종로구 구기동 110-12,37.60713326,126.9578596,2024-07-25
구기동,서울특별시 종로구 진흥로 450-4 (구기동),서울특별시 종로구 구기동 95-9,37.61129317,126.9764537,2024-07-25
구기동,서울특별시 종로구 진흥로22나길 14 (구기동),서울특별시 종로구 구기동 95-6,37.6056475,126.9575113,2024-07-25
구기동,"서울특별시 종로구 홍지문길 83 (구기동, 모던빌)",서울특별시 종로구 구기동 51-4,37.60509399,126.9586897,2024-07-25
구기동,서울특별시 종로구 진흥로22가길 36 (구기동),서울특별시 종로구 구기동 36-13,37.60648103,126.9596326,2024-07-25
구기동,"서울특별시 종로구 진흥로22가길 23 (구기동, 구기씨제이빌리지)",서울특별시 종로구 구기동 27-2,37.60469293,126.9604657,2024-07-25
구기동,"서울특별시 종로구 진흥로 466 (구기동, 466가)",서울특별시 종로구 구기동 62-2,37.6053532,126.9591932,2024-07-25
