의류수거함,위치,위도,경도
서림동-33,서울특별시 관악구 신림로26길 5,37.4731174205,126.9339709604
서림동-34,서울특별시 관악구 쑥고개로2가길 6,37.4771921339,126.9387996951
서림동-35,서울특별시 관악구 쑥고개로2다길 18-6,37.4760020306,126.9404656035
서림동-36,서울특별시 관악구 쑥고개로2다길 26,37.4763880387,126.9406756908
서림동-37,서울특별시 관악구 쑥고개로2다길 7,37.4763616248,126.9397570351
서림동-38,서울특별시 관악구 쑥고개로2라길 7,37.4757749066,126.9397948135
서림동-39,서울특별시 관악구 참숯1길 67,37.4778875951,126.9394449054
서림동-40,서울특별시 관악구 참숯1길 67,37.4778875951,126.9394449054
서림동-41,서울특별시 관악구 참숯5길 10,37.4772104563,126.9402706420
서림동-42,서울특별시 관악구 참숯5길 10,37.4772104563,126.9402706420
서림동-43,서울특별시 관악구 참숯5길 24,37.4766229423,126.9408761766
서원동-1,서울특별시 관악구 남부순환로156길 9,37.4823035171,126.9202957188
서원동-2,서울특별시 관악구 남부순환로182길 14,37.4836726155,126.9315287403
서원동-3,서울특별시 관악구 남부순환로182길 28,37.4830941483,126.9314946706
서원동-4,서울특별시 관악구 남부순환로182길 30,37.4829440565,126.9315226213
서원동-5,서울특별시 관악구 남부순환로184가길 17,37.4834448376,126.9326207004
서원동-6,서울특별시 관악구 남부순환로184가길 23,37.4831686897,126.9326403954
서원동-7,서울특별시 관악구 남부순환로184길 30,37.4830356058,126.9320024946
서원동-8,서울특별시 관악구 남부순환로190가길 23,37.4827037397,126.9338639340
서원동-9,서울특별시 관악구 남부순환로190가길 33,37.4822011919,126.9339261093
서원동-10,서울특별시 관악구 남부순환로190가길 43,37.4818159539,126.9339856931
서원동-11,서울특별시 관악구 남부순환로190길 5,37.4844216775,126.9341595575
서원동-12,서울특별시 관악구 남부순환로194길 12,37.4841325850,126.9347207300
서원동-13,서울특별시 관악구 남부순환로194길 17,37.4839933279,126.9349544444
서원동-14,서울특별시 관악구 남부순환로194길 48,37.4825551767,126.9348609441
서원동-15,서울특별시 관악구 남부순환로194길 72,37.4818245092,126.9341394501
서원동-16,서울특별시 관악구 남부순환로194길 81,37.4813548228,126.9341565955
서원동-17,서울특별시 관악구 남부순환로194길 97,37.4806817952,126.9338804140
서원동-18,서울특별시 관악구 남부순환로200가길 17,37.4835181643,126.9366649608
서원동-19,서울특별시 관악구 남부순환로200나길 1,37.4828739343,126.9371545055
서원동-20,서울특별시 관악구 남부순환로200나길 26,37.4835164762,126.9360400533
서원동-21,서울특별시 관악구 문성로38가길 15,37.4763103969,126.9292619439
서원동-22,서울특별시 관악구 문성로38가길 15,37.4763103969,126.9292619439
서원동-23,서울특별시 관악구 문성로38가길 23,37.4763288129,126.9288706469
서원동-24,서울특별시 관악구 문성로38길 27,37.4773855172,126.9303841370
서원동-25,서울특별시 관악구 문성로38길 28,37.4774007988,126.9301711262
서원동-26,서울특별시 관악구 문성로38길 33,37.4771082670,126.9303677751
서원동-27,서울특별시 관악구 문성로38길 46,37.4765375762,126.9300773030
서원동-28,서울특별시 관악구 문성로38길 49,37.4764136306,126.9302861163
서원동-29,서울특별시 관악구 문성로38길 63-7,37.4758143217,126.9305115357
서원동-30,서울특별시 관악구 문성로38길 67,37.4755308568,126.9301934417
서원동-31,서울특별시 관악구 문성로38길 69-7,37.4755917644,126.9304980623
서원동-32,서울특별시 관악구 문성로38나길 14,37.4761704679,126.9294088195
서원동-33,서울특별시 관악구 문성로38다길 15,37.4757223548,126.9291898050
서원동-34,서울특별시 관악구 문성로38다길 28,37.4759391884,126.9285257513
서원동-35,서울특별시 관악구 문성로38다길 29,37.4757831023,126.9284740086
서원동-36,서울특별시 관악구 문성로38라길 20,37.4755932421,126.9290428452
서원동-37,서울특별시 관악구 문성로40길 23,37.4772743293,126.9313020235
서원동-38,서울특별시 관악구 문성로40길 34,37.4769337449,126.9309879297
서원동-39,서울특별시 관악구 문성로40길 4,37.4782161557,126.9313042138
서원동-40,서울특별시 관악구 문성로40길 5,37.4780768789,126.9314926936
서원동-41,서울특별시 관악구 서원10길 19,37.4762404247,126.9313086226
서원동-42,서울특별시 관악구 서원10길 19,37.4762404247,126.9313086226
서원동-43,서울특별시 관악구 서원10길 3,37.4759798976,126.9321660319
서원동-44,서울특별시 관악구 서원10길 4,37.4761438089,126.9321968604
서원동-45,서울특별시 관악구 서원3길 1,37.4771603624,126.9328886311
서원동-46,서울특별시 관악구 서원3길 20,37.4767618504,126.9338553779
서원동-47,서울특별시 관악구 서원3길 35,37.4768065417,126.9346672970
서원동-48,서울특별시 관악구 서원4길 13,37.4772112940,126.9319860654
서원동-49,서울특별시 관악구 서원4길 9,37.4771215306,126.9321030458
서원동-50,서울특별시 관악구 서원5길 19,37.4765694005,126.9338654963
서원동-51,서울특별시 관악구 서원5길 22,37.4763888606,126.9337446876
서원동-52,서울특별시 관악구 서원5길 36,37.4762484863,126.9345585728
서원동-53,서울특별시 관악구 서원6길 1,37.4766541031,126.9324456844
서원동-54,서울특별시 관악구 서원6길 23,37.4771603070,126.9313803620
서원동-55,서울특별시 관악구 서원6길 28,37.4774685214,126.9313442416
서원동-56,서울특별시 관악구 서원7길 18,37.4760581776,126.9334020882
서원동-57,서울특별시 관악구 서원7길 7,37.4763190782,126.9328681292
서원동-58,서울특별시 관악구 서원길 18,37.4769924119,126.9325680444
서원동-59,서울특별시 관악구 서원길 27-3,37.4765694400,126.9328175961
서원동-60,서울특별시 관악구 서원길 36,37.4762443576,126.9323471311
서원동-61,서울특별시 관악구 서원길 4,37.4776374300,126.9327005317
서원동-62,서울특별시 관악구 서원길 4 사계절 DC마트,37.4776374300,126.9327005317
서원동-63,서울특별시 관악구 신림로31가길 11,37.4760158876,126.9359505767
서원동-64,서울특별시 관악구 신림로31가길 20,37.4765209625,126.9362263371
서원동-65,서울특별시 관악구 신림로39길 12,37.4766941297,126.9353844994
서원동-66,서울특별시 관악구 신림로39길 6,37.4770117879,126.9353153754
서원동-67,서울특별시 관악구 신림로41길 8,37.4770250807,126.9347472627
서원동-68,서울특별시 관악구 신림로44가길 16,37.4779401218,126.9348668721
서원동-69,서울특별시 관악구 신림로44가길 22,37.4779006197,126.9352899630
서원동-70,서울특별시 관악구 신림로44가길 25,37.4780186115,126.9355455950
서원동-71,서울특별시 관악구 신림로44가길 38,37.4778056648,126.9361390966
서원동-72,서울특별시 관악구 신림로44가길 39,37.4779345787,126.9362678711
서원동-73,서울특별시 관악구 신림로44길 7,37.4783133635,126.9341329219
서원동-74,서울특별시 관악구 신림로44나길 26,37.4780836283,126.9359765108
서원동-75,서울특별시 관악구 신림로46길 8,37.4783122768,126.9339616416
서원동-76,서울특별시 관악구 신림로48길 18,37.4790799610,126.9330442912
서원동-77,서울특별시 관악구 신림로48길 40,37.4793300683,126.9343055742
서원동-78,서울특별시 관악구 신림로48길 54,37.4797387100,126.9348552488
서원동-79,서울특별시 관악구 신림로48나길 21,37.4787821278,126.9334348318
서원동-80,서울특별시 관악구 신림로50길 17-17,37.4799484140,126.9312666752
서원동-81,서울특별시 관악구 신림로54가길 10,37.4807055307,126.9309556306
서원동-82,서울특별시 관악구 신림로54가길 5,37.4809144415,126.9307450322
서원동-83,서울특별시 관악구 신림로54길 8,37.4805491594,126.9307227572
서원동-84,서울특별시 관악구 신림로58가길 17,37.4819121075,126.9314816170
서원동-85,서울특별시 관악구 신림로58가길 21,37.4818609576,126.9316846104
서원동-86,서울특별시 관악구 신림로58가길 7-5,37.4821236566,126.9311582907
서원동-87,서울특별시 관악구 신림로58길 30,37.4823161339,126.9315060088
서원동-88,서울특별시 관악구 신림로58길 42,37.4823505610,126.9323023931
서원동-89,서울특별시 관악구 신림로58길 42,37.4823505610,126.9323023931
서원동-90,서울특별시 관악구 신림로58길 47-6,37.4827390104,126.9326607934
서원동-91,서울특별시 관악구 쑥고개로3길 10,37.4783499249,126.9389621182
서원동-92,서울특별시 관악구 쑥고개로3길 16,37.4783894270,126.9385139280
서원동-93,서울특별시 관악구 쑥고개로3길 2,37.4779939612,126.9390106828
신사동-1,서울특별시 관악구 관천로11길 1,37.4845863960,126.9246810598
신사동-2,서울특별시 관악구 관천로11길 103,37.4833005859,126.9192528841
신사동-3,서울특별시 관악구 관천로11길 120,37.4833650879,126.9183204847
신사동-4,서울특별시 관악구 관천로11길 41,37.4839225775,126.9226578563
신사동-5,서울특별시 관악구 관천로11길 49,37.4837990843,126.9222993409
신사동-6,서울특별시 관악구 관천로12길 3,37.4858355978,126.9247502472
신사동-7,서울특별시 관악구 관천로15길 10,37.4869382426,126.9220953907
신사동-8,서울특별시 관악구 관천로15길 39,37.4864539835,126.9203874183
신사동-9,서울특별시 관악구 관천로19길 37,37.4873122500,126.9199376178
신사동-10,서울특별시 관악구 관천로19길 37,37.4873122500,126.9199376178
신사동-11,서울특별시 관악구 관천로19길 54,37.4873374552,126.9189786400
신사동-12,서울특별시 관악구 관천로19길 84,37.4870121665,126.9173815382
신사동-13,서울특별시 관악구 관천로19길 84,37.4870121665,126.9173815382
신사동-14,서울특별시 관악구 관천로21길 25,37.4878435019,126.9202302446
신사동-15,서울특별시 관악구 관천로25길 15,37.4884333348,126.9198798853
신사동-16,서울특별시 관악구 난곡로66길 17,37.4827752547,126.9154555292
신사동-17,서울특별시 관악구 난곡로75길 14,37.4857633431,126.9128305646
신사동-18,서울특별시 관악구 남부순환로149길 10,37.4826959910,126.9161228063
신사동-19,서울특별시 관악구 남부순환로149길 38,37.4836817711,126.9150951872
신사동-20,서울특별시 관악구 남부순환로149길 46,37.4838868548,126.9146146538
신사동-21,서울특별시 관악구 남부순환로149길 47,37.4836693304,126.9145856175
신사동-22,서울특별시 관악구 남부순환로151길 13,37.4828515029,126.9171412237
신사동-23,서울특별시 관악구 남부순환로151길 16,37.4830991512,126.9172143288
신사동-24,서울특별시 관악구 남부순환로151길 2-5,37.4829469605,126.9179745121
신사동-25,서울특별시 관악구 남부순환로153길 10,37.4835427362,126.9176275434
신사동-26,서울특별시 관악구 남부순환로153길 51,37.4844480601,126.9154461819
신사동-27,서울특별시 관악구 남부순환로157길 26,37.4839334063,126.9193147282
신사동-28,서울특별시 관악구 남부순환로161길 48,37.4847997882,126.9198033752
신사동-29,서울특별시 관악구 남부순환로161길 75,37.4853499936,126.9182980847
신사동-30,서울특별시 관악구 남부순환로161나길 32-11,37.4851158266,126.9208197372
신사동-31,서울특별시 관악구 남부순환로161나길 38,37.4854573680,126.9209083610
신사동-32,서울특별시 관악구 남부순환로163가길 17,37.4846317922,126.9206663647
신사동-33,서울특별시 관악구 남부순환로163가길 25,37.4848436531,126.9203150684
신사동-34,서울특별시 관악구 남부순환로165길 54,37.4858892094,126.9227976166
신사동-35,서울특별시 관악구 남부순환로167길 14,37.4842233591,126.9235267962
신사동-36,서울특별시 관악구 남부순환로167길 42,37.4853391384,126.9237602740
신사동-37,서울특별시 관악구 남부순환로167길 42,37.4853391384,126.9237602740
신사동-38,서울특별시 관악구 신사로20길 43,37.4872511744,126.9177265919
신사동-39,서울특별시 관악구 신사로20길 8-7,37.4884731273,126.9169626928
신사동-40,서울특별시 관악구 신사로26길 16,37.4887376455,126.9183595251
신사동-41,서울특별시 관악구 신사로26길 18,37.4885655882,126.9184103688
신사동-42,서울특별시 관악구 신사로26길 8,37.4889875369,126.9182899394
신사동-43,서울특별시 관악구 신사로26길 8,37.4889875369,126.9182899394
신사동-44,서울특별시 관악구 조원로31길 11,37.4864514878,126.9194966621
신사동-45,서울특별시 관악구 조원로31길 32,37.4874197597,126.9194360349
신사동-46,서울특별시 관악구 조원로31길 7,37.4863004022,126.9195162721
신원동-1,서울특별시 관악구 남부순환로160길 13,37.4825956993,126.9218923153
신원동-2,서울특별시 관악구 남부순환로160길 13,37.4825956993,126.9218923153
신원동-3,서울특별시 관악구 남부순환로164길 24,37.4816172432,126.9230507483
신원동-4,서울특별시 관악구 남부순환로166길 59,37.4806773630,126.9239663713
신원동-5,서울특별시 관악구 남부순환로170길 13,37.4824014184,126.9247721207
신원동-6,서울특별시 관악구 남부순환로170길 22,37.4820062790,126.9246981218
신원동-7,서울특별시 관악구 남부순환로172길 1,37.4834313704,126.9256405550
신원동-8,서울특별시 관악구 남부순환로172길 59-5,37.4824020071,126.9226144246
신원동-9,서울특별시 관악구 문성로25길 11,37.4795990021,126.9254694507
신원동-10,서울특별시 관악구 문성로28길 30,37.4780349836,126.9269818909
신원동-11,서울특별시 관악구 문성로30길 19,37.4784488434,126.9283493662
신원동-12,서울특별시 관악구 문성로30길 28,37.4781064245,126.9281427996
신원동-13,서울특별시 관악구 문성로31길 16,37.4800714010,126.9288303552
신원동-14,서울특별시 관악구 문성로38길 41,37.4768154105,126.9303195464
신원동-15,서울특별시 관악구 신림로53가길 5,37.4797067515,126.9304762749
신원동-16,서울특별시 관악구 신림로53길 3,37.4797424599,126.9302189194
신원동-17,서울특별시 관악구 신원로3길 19-7,37.4816143513,126.9271590808
신원동-18,서울특별시 관악구 신원로4길 16,37.4805532707,126.9285486042
신원동-19,서울특별시 관악구 신원로4길 28,37.4801429008,126.9289130470
신원동-20,서울특별시 관악구 신원로4길 32,37.4800351108,126.9290141113
인헌동-1,서울특별시 관악구 낙성대역10길 23-8,37.4732639207,126.9631425288
인헌동-2,서울특별시 관악구 낙성대역10길 39,37.4729580900,126.9624812301
인헌동-3,서울특별시 관악구 낙성대역14가길 10,37.4731397732,126.9640577225
인헌동-4,서울특별시 관악구 낙성대역14가길 3,37.4734183615,126.9643417956
인헌동-5,서울특별시 관악구 낙성대역14길 18,37.4735271574,126.9638933888
인헌동-6,서울특별시 관악구 낙성대역14길 3,37.4738934262,126.9645151021
인헌동-7,서울특별시 관악구 낙성대역14길 42,37.4725970596,126.9630673399
인헌동-8,서울특별시 관악구 낙성대역16길 29,37.4726977262,126.9649194765
인헌동-9,서울특별시 관악구 낙성대역18길 20,37.4729681602,126.9650571567
인헌동-10,서울특별시 관악구 낙성대역18길 4,37.47373347,126.9646982
인헌동-11,서울특별시 관악구 낙성대역18길 5,37.4735357507,126.9652070225
인헌동-12,서울특별시 관악구 낙성대역4길 12-22,37.4758197897,126.9610941068
인헌동-13,서울특별시 관악구 낙성대역길 24,37.4765039537,126.9614522470
인헌동-14,서울특별시 관악구 낙성대역길 24,37.4765039537,126.9614522470
인헌동-15,서울특별시 관악구 낙성대역길 78,37.4746348548,126.9630054025
인헌동-16,서울특별시 관악구 남부순환로246길 30,37.4753103098,126.9640691188
인헌동-17,서울특별시 관악구 남부순환로246길 32-19,37.4753716749,126.9632112471
인헌동-18,서울특별시 관악구 남부순환로246다길 16,37.4746863256,126.9648521858
인헌동-19,서울특별시 관악구 남부순환로246다길 20,37.4746128219,126.9649151899
인헌동-20,서울특별시 관악구 남부순환로246다길 30,37.4741379425,126.9650602297
인헌동-21,서울특별시 관악구 인헌11길 9,37.4725659159,126.9671394670
인헌동-22,서울특별시 관악구 인헌12길 32,37.4711798228,126.9653220651
인헌동-23,서울특별시 관악구 인헌12길 47,37.4705236870,126.9652543150
인헌동-24,서울특별시 관악구 인헌12길 55,37.4702231246,126.9653045329
인헌동-25,서울특별시 관악구 인헌12다길 2,37.4712675147,126.9660235900
인헌동-26,서울특별시 관악구 인헌13길 46,37.4717910242,126.9687148915
인헌동-27,서울특별시 관악구 인헌14길 24,37.4708013738,126.9661696298
인헌동-28,서울특별시 관악구 인헌15길 19,37.4716720222,126.9684569680
인헌동-29,서울특별시 관악구 인헌15길 5,37.4714146925,126.9677847884
인헌동-30,서울특별시 관악구 인헌16가길 37,37.4687288996,126.9685645777
인헌동-31,서울특별시 관악구 인헌16가길 47,37.4683708963,126.9687848203
인헌동-32,서울특별시 관악구 인헌16길 25,37.4697354098,126.9665624860
인헌동-33,서울특별시 관악구 인헌16길 25-6,37.4695635315,126.9666848758
인헌동-34,서울특별시 관악구 인헌16길 50,37.4695169288,126.9653603638
인헌동-35,서울특별시 관악구 인헌16나길 20,37.4688175034,126.9663978526
인헌동-36,서울특별시 관악구 인헌16나길 7,37.4693022639,126.9661406880
인헌동-37,서울특별시 관악구 인헌16다길 19,37.4687574241,126.9661457946
인헌동-38,서울특별시 관악구 인헌16다길 31,37.4683706652,126.9666206322
인헌동-39,서울특별시 관악구 인헌16다길 42,37.4678709805,126.9669986380
인헌동-40,서울특별시 관악구 인헌16다길 9,37.4690090533,126.9657527440
인헌동-41,서울특별시 관악구 인헌17길 23,37.4709878719,126.9690895212
인헌동-42,서울특별시 관악구 인헌17길 9,37.4707389129,126.9683714455
인헌동-43,서울특별시 관악구 인헌19길 25,37.4707187354,126.9694178031
인헌동-44,서울특별시 관악구 인헌19길 3,37.4703129070,126.9683414420
인헌동-45,서울특별시 관악구 인헌1가길 30,37.4732154135,126.9686474857
인헌동-46,서울특별시 관악구 인헌1길 37-4,37.4747124731,126.9691087888
인헌동-47,서울특별시 관악구 인헌1길 55-7,37.4750207026,126.9701367565
인헌동-48,서울특별시 관악구 인헌1나길 24-22,37.4724893237,126.9701724695
인헌동-49,서울특별시 관악구 인헌1나길 24-24,37.4723864246,126.9701579272
인헌동-50,서울특별시 관악구 인헌1나길 3,37.4734478742,126.9689894767
인헌동-51,서울특별시 관악구 인헌1나길 5,37.4734462821,126.9691026400
인헌동-52,서울특별시 관악구 인헌1다길 35,37.4730878193,126.9707111365
인헌동-53,서울특별시 관악구 인헌1다길 47,37.4726708677,126.9708561142
인헌동-54,서울특별시 관악구 인헌21길 35,37.4705709685,126.9701175004
인헌동-55,서울특별시 관악구 인헌23길 18,37.4696213391,126.9695523201
인헌동-56,서울특별시 관악구 인헌23길 34,37.4700413240,126.9703543133
인헌동-57,서울특별시 관악구 인헌3길 14,37.4741946265,126.9676273592
인헌동-58,서울특별시 관악구 인헌3길 41,37.4741185288,126.9691144597
인헌동-59,서울특별시 관악구 인헌4길 11,37.4745733657,126.9661787826
인헌동-60,서울특별시 관악구 인헌7길 8,37.4732241363,126.9672562979
인헌동-61,서울특별시 관악구 인헌9길 19,37.4728662333,126.9678328894
인헌동-62,서울특별시 관악구 인헌9길 46,37.4723182685,126.9689545594
인헌동-63,서울특별시 관악구 인헌9길 77,37.4725088744,126.9705268678
인헌동-64,서울특별시 관악구 인헌길 100,37.4711340668,126.9672713403
인헌동-65,서울특별시 관악구 인헌길 126,37.4700862845,126.9679393252
인헌동-66,서울특별시 관악구 인헌길 151-5,37.4693223265,126.9689855288
인헌동-67,서울특별시 관악구 인헌길 155,37.4690048971,126.9689732253
인헌동-68,서울특별시 관악구 인헌길 167,37.4685493263,126.9692424540
인헌동-69,서울특별시 관악구 인헌길 169-11,37.4687311859,126.9697290275
인헌동-70,서울특별시 관악구 인헌길 169-21,37.4689770030,126.9698125801
인헌동-71,서울특별시 관악구 인헌길 169-9,37.4686840266,126.9695871782
인헌동-72,서울특별시 관악구 인헌길 33-12,37.4736550026,126.9672677540
조원동-1,서울특별시 관악구 난곡로65길 24,37.4823100510,126.9128337851
조원동-2,서울특별시 관악구 남부순환로125길 8,37.4808771988,126.9062711419
조원동-3,서울특별시 관악구 남부순환로125길 8,37.4808771988,126.9062711419
조원동-4,서울특별시 관악구 남부순환로141길 5,37.4813401568,126.9095330650
조원동-5,서울특별시 관악구 남부순환로143가길 43,37.4822021991,126.9081926843
조원동-6,서울특별시 관악구 남부순환로143길 10 앞,37.4817847633,126.9110211049
조원동-7,서울특별시 관악구 남부순환로143길 27,37.482487802,126.9105196274
조원동-8,서울특별시 관악구 남부순환로143길 47,37.4833948172,126.9102425552
조원동-9,서울특별시 관악구 남부순환로145길 11-3,37.4821346030,126.9118331583
조원동-10,서울특별시 관악구 시흥대로162길 16,37.4811740378,126.9019978492
조원동-11,서울특별시 관악구 시흥대로162길 6,37.4816036648,126.9018122058
조원동-12,서울특별시 관악구 시흥대로164길 13,37.4822725399,126.9023151386
조원동-13,서울특별시 관악구 시흥대로166길 14,37.4826377755,126.9024930772
조원동-14,서울특별시 관악구 조원로10길 39,37.4818900386,126.9050498217
조원동-15,서울특별시 관악구 조원로14길 32,37.4822868578,126.9099015261
조원동-16,서울특별시 관악구 조원로16가길 42,37.4825310045,126.9128693695
조원동-17,서울특별시 관악구 조원로16가길 51,37.4824598621,126.9134102331
조원동-18,서울특별시 관악구 조원로16길 40,37.4823358000,126.9112339143
조원동-19,서울특별시 관악구 조원로18길 18-1,37.4832066357,126.9126997799
조원동-20,서울특별시 관악구 조원로18길 25,37.4829608537,126.9138222251
조원동-21,서울특별시 관악구 조원로18길 5,37.4841198553,126.9117935138
조원동-22,서울특별시 관악구 조원로2길 88,37.4801619564,126.9001939472
조원동-23,서울특별시 관악구 조원로2길 89,37.4799720329,126.9003115554
조원동-24,서울특별시 관악구 조원로6길 1 건너편,37.4831486008,126.9053163042
조원동-25,서울특별시 관악구 조원중앙로1길 65,37.4798936633,126.9009759958
조원동-26,서울특별시 관악구 조원중앙로2길 14,37.4807114020,126.9056908964
조원동-27,서울특별시 관악구 조원중앙로2길 2,37.4806478865,126.9049110855
조원동-28,서울특별시 관악구 조원중앙로2길 99,37.4818557277,126.9102599988
청룡동-1,서울특별시 관악구 관악로11길 17,37.4776871591,126.9512118200
청룡동-2,서울특별시 관악구 관악로11길 41,37.4779467880,126.9498206056
청룡동-3,서울특별시 관악구 관악로11길 50,37.4782447805,126.9494652949
청룡동-4,서울특별시 관악구 관악로11길 69,37.4784594416,126.9483095933
청룡동-5,서울특별시 관악구 관악로15길 26,37.4804299821,126.9509234294
청룡동-6,서울특별시 관악구 관악로15길 47-19,37.4797260483,126.9499085064
청룡동-7,서울특별시 관악구 관악로15길 54,37.4805718198,126.9494719812
청룡동-8,서울특별시 관악구 관악로17길 37,37.4806982686,126.9495591788
청룡동-9,서울특별시 관악구 관악로5길 33,37.4742339489,126.9518700984
청룡동-10,서울특별시 관악구 관악로5길 42,37.4750846730,126.9520685245
청룡동-11,서울특별시 관악구 남부순환로214길 41,37.4798314304,126.9475418807
청룡동-12,서울특별시 관악구 쑥고개로21길 22,37.4801518967,126.9485145353
청룡동-13,서울특별시 관악구 쑥고개로22길 40,37.4774097108,126.9477751113
청룡동-14,서울특별시 관악구 쑥고개로26길 23,37.4777730350,126.9497305030
청룡동-15,서울특별시 관악구 쑥고개로30길 11,37.4781839956,126.9508251821
청룡동-16,서울특별시 관악구 쑥고개로30길 28,37.4776268022,126.9501581783
청룡동-17,서울특별시 관악구 장군봉15길 9,37.4791714465,126.9399811220
청룡동-18,서울특별시 관악구 장군봉15길 9,37.4791714465,126.9399811220
청룡동-19,서울특별시 관악구 장군봉3길 24,37.4812918011,126.9408947712
청룡동-20,서울특별시 관악구 장군봉3길 8,37.4815722149,126.9402177622
청룡동-21,서울특별시 관악구 장군봉4길 20,37.4822783060,126.9389269259
청룡동-22,서울특별시 관악구 장군봉5길 9,37.4812027574,126.9401311124
청룡동-23,서울특별시 관악구 장군봉6길 1,37.4812917192,126.9394869306
청룡동-24,서울특별시 관악구 장군봉6길 21,37.4817074433,126.9386110430
청룡동-25,서울특별시 관악구 장군봉6길 30,37.4820686282,126.9382086970
청룡동-26,서울특별시 관악구 장군봉6길 42,37.4823291357,126.9375722772
청룡동-27,서울특별시 관악구 장군봉7길 16,37.4803957842,126.9400728520
청룡동-28,서울특별시 관악구 장군봉7길 33,37.4799568086,126.9407797107
청룡동-29,서울특별시 관악구 장군봉8길 15,37.4809678410,126.9385067276
청룡동-30,서울특별시 관악구 장군봉9길 20,37.4801584046,126.9397897140
청룡동-31,서울특별시 관악구 장군봉9길 5,37.4798247581,126.9390809875
청룡동-32,서울특별시 관악구 장군봉길 59,37.4802380606,126.9390997591
청룡동-33,서울특별시 관악구 장군봉길 85,37.4793692009,126.9392424657
청룡동-34,서울특별시 관악구 참숯1길 57,37.4775214747,126.9398952756
청룡동-35,서울특별시 관악구 참숯5길 6,37.4773630957,126.9401091904
청룡동-36,서울특별시 관악구 청룡10길 10,37.4789698161,126.9452053499
청룡동-37,서울특별시 관악구 청룡11길 13,37.4777392448,126.9464438731
청룡동-38,서울특별시 관악구 청룡11길 28,37.4774472713,126.9471411824
청룡동-39,서울특별시 관악구 청룡12길 1,37.4776917841,126.9455078034
청룡동-40,서울특별시 관악구 청룡12길 11,37.4777143703,126.9450556760
청룡동-41,서울특별시 관악구 청룡12길 21,37.4778017094,126.9443524028
청룡동-42,서울특별시 관악구 청룡13길 15,37.4771853122,126.9464615658
청룡동-43,서울특별시 관악구 청룡15길 14,37.4764407705,126.9463788891
청룡동-44,서울특별시 관악구 청룡15길 26,37.4765315990,126.9467924897
청룡동-45,서울특별시 관악구 청룡15길 30,37.4763833324,126.9470811087
청룡동-46,서울특별시 관악구 청룡16길 16,37.4769096054,126.9447053431
청룡동-47,서울특별시 관악구 청룡1길 19,37.4812391310,126.9474610753
청룡동-48,서울특별시 관악구 청룡1길 42,37.4808713899,126.9486006462
청룡동-49,서울특별시 관악구 청룡3길 22,37.4805772354,126.9474287513
청룡동-50,서울특별시 관악구 청룡5길 6,37.4804270900,126.9463435925
청룡동-51,서울특별시 관악구 청룡7길 38,37.4795314796,126.9481431107
청룡동-52,서울특별시 관악구 청룡7길 64,37.4794108785,126.9494927743
청룡동-53,서울특별시 관악구 청룡8길 83,37.4798761663,126.9414991705
청룡동-54,서울특별시 관악구 청룡9길 12,37.4786679739,126.9465736786
청룡동-55,서울특별시 관악구 청룡9길 12-39,37.4780419061,126.9464707906
청룡동-56,서울특별시 관악구 청룡길 112,37.4768456680,126.9453600900
청룡동-57,서울특별시 관악구 청룡길 41,37.4799392715,126.9461187271
보라매동-1,서울특별시 관악구 당곡2길 107,37.4926993879,126.9341097744
보라매동-2,서울특별시 관악구 당곡2길 33,37.4912618848,126.9305850881
보라매동-3,서울특별시 관악구 당곡6가길 1,37.4916091865,126.9284099578
보라매동-4,서울특별시 관악구 당곡6가길 12,37.4920754945,126.9286196110
보라매동-5,서울특별시 관악구 당곡6길 56,37.4924454426,126.9304228563
보라매동-6,서울특별시 관악구 당곡6나길 18,37.4919947271,126.9306755504
보라매동-7,서울특별시 관악구 당곡6나길 26,37.4921943397,126.9312054747
보라매동-8,서울특별시 관악구 당곡6나길 3,37.4921828156,126.9299934042
보라매동-9,서울특별시 관악구 당곡6다길 29,37.4935047904,126.9294167072
보라매동-10,서울특별시 관악구 당곡6라길 18,37.4934440203,126.9302558159
보라매동-11,서울특별시 관악구 당곡길 68-6,37.4918548004,126.9276691800
보라매동-12,서울특별시 관악구 보라매로6길 20,37.4925131096,126.9280188618
보라매동-13,서울특별시 관악구 보라매로6길 34-4,37.4922490981,126.9287348983
보라매동-14,서울특별시 관악구 보라매로6길 45,37.4928052880,126.9294827250
보라매동-15,서울특별시 관악구 보라매로6길 45-14,37.4936899320,126.9290902970
보라매동-16,서울특별시 관악구 봉천로13길 29-16,37.4901705141,126.9306183243
보라매동-17,서울특별시 관악구 봉천로13길 90,37.4914528775,126.9328880578
보라매동-18,서울특별시 관악구 봉천로13길 98,37.4911990017,126.9330962323
보라매동-19,서울특별시 관악구 봉천로13나길 15,37.4896975598,126.9310536446
보라매동-20,서울특별시 관악구 봉천로13나길 64,37.4902394962,126.9335349141
보라매동-21,서울특별시 관악구 봉천로13다길 23,37.4911984503,126.9327599438
보라매동-22,서울특별시 관악구 봉천로13다길 3,37.4907566647,126.9317789562
보라매동-23,서울특별시 관악구 봉천로19길 23-14,37.4886041754,126.9333890296
보라매동-24,서울특별시 관악구 봉천로19길 39,37.4889540131,126.9336674438
보라매동-25,서울특별시 관악구 봉천로21길 21,37.4878423982,126.9340759356
보라매동-26,서울특별시 관악구 봉천로21길 35,37.4884675978,126.9340585384
보라매동-27,서울특별시 관악구 봉천로21길 93,37.4910870564,126.9336642007
