관리단체,의류수거함관리코드,행정동,도로명주소,위도,경도,데이터기준일
강북장애인단체총연합회,삼양-76,삼양동,서울특별시 강북구 삼양로68길 4-1,37.628138,127.0185295,2025-03-24
강북장애인단체총연합회,인수-34,인수동,서울특별시 강북구 인수봉로55가길 2,37.63664135,127.0096029,2025-03-24
강북장애인단체총연합회,송중9-59,송중동,서울특별시 강북구 솔매로50길 46,37.62444597,127.0275161,2025-03-24
강북장애인단체총연합회,우이-56,인수동,서울특별시 강북구 4.19로13길 42,37.64458851,127.0085343,2025-03-24
강북장애인단체총연합회,수유3-32,수유3동,서울특별시 강북구 삼각산로36길 19,37.64131347,127.022073,2025-03-24
강북장애인단체총연합회,송중8-22,송중동,서울특별시 강북구 오패산로38길 5,37.61544381,127.0340103,2025-03-24
강북장애인단체총연합회,송천5-56,송천동,서울특별시 강북구 숭인로13길 27-2,37.61385404,127.0269402,2025-03-24
강북장애인단체총연합회,수유1-33,수유1동,서울특별시 강북구 인수봉로23길 57,37.62724546,127.0098293,2025-03-24
강북장애인단체총연합회,수유3-7,수유3동,서울특별시 강북구 삼양로92길 29,37.63646378,127.0185561,2025-03-24
강북장애인단체총연합회,인수-53,인수동,서울특별시 강북구 삼양로111길 37,37.642016,127.0144493,2025-03-24
강북장애인단체총연합회,송중9-11,송중동,서울특별시 강북구 오현로9길 156-4,37.62351368,127.03249,2025-03-24
강북장애인단체총연합회,번1-23,번1동,서울특별시 강북구 한천로 988,37.63724551,127.0313944,2025-03-24
강북장애인단체총연합회,미아3-62,미아동,서울특별시 강북구 오패산로52사길 35,37.62846636,127.0310211,2025-03-24
강북장애인단체총연합회,우이-23,우이동,서울특별시 강북구 삼양로163길 63,37.65932086,127.0107414,2025-03-24
강북장애인단체총연합회,삼양-32,삼양동,서울특별시 강북구 솔매로6길 17,37.62447368,127.0134685,2025-03-24
강북장애인단체총연합회,번2-17,번2동,서울특별시 강북구 오현로25다길 90,37.62577857,127.0328912,2025-03-24
강북장애인단체총연합회,송천5-23,송천동,서울특별시 강북구 도봉로19길 17-4,37.61794621,127.0282123,2025-03-24
강북장애인단체총연합회,미아3-4,미아동,서울특별시 강북구 도봉로51길 46,37.62507697,127.0231804,2025-03-24
강북장애인단체총연합회,송중9-30,송중동,서울특별시 강북구 도봉로18다길 21,37.61943957,127.0323162,2025-03-24
강북장애인단체총연합회,삼양-56,삼양동,서울특별시 강북구 솔샘로 207-1,37.62026671,127.0157329,2025-03-24
강북장애인단체총연합회,수유1-8,수유1동,서울특별시 강북구 덕릉로12길 6,37.63372345,127.0162468,2025-03-24
강북장애인단체총연합회,삼양-3,삼양동,서울특별시 강북구 삼양로67길 14,37.62809976,127.0171818,2025-03-24
강북장애인단체총연합회,미아3-29,미아동,서울특별시 강북구 솔매로41길 81,37.62890485,127.0219068,2025-03-24
강북장애인단체총연합회,인수-9,인수동,서울특별시 강북구 인수봉로73가길 15-5,37.6426864,127.0084236,2025-03-24
강북장애인단체총연합회,수유2-11,수유2동,서울특별시 강북구 삼각산로31길 28,37.64269566,127.0203325,2025-03-24
강북장애인단체총연합회,번1-47,번1동,서울특별시 강북구 한천로132길 87,37.64212804,127.0312631,2025-03-24
강북장애인단체총연합회,수유3-6,수유3동,서울특별시 강북구 삼양로92길 49,37.63578546,127.0193354,2025-03-24
강북장애인단체총연합회,삼양-75,삼양동,서울특별시 강북구 삼양로47길 5,37.62313892,127.0187311,2025-03-24
강북장애인단체총연합회,인수-33,인수동,서울특별시 강북구 인수봉로55가길 18,37.63601165,127.0097245,2025-03-24
강북장애인단체총연합회,송중9-58,송중동,서울특별시 강북구 솔매로50길 62,37.62372792,127.0278539,2025-03-24
강북장애인단체총연합회,우이-55,인수동,서울특별시 강북구 4.19로21길 38,37.6446997,127.0067538,2025-03-24
강북장애인단체총연합회,수유3-31,수유3동,서울특별시 강북구 노해로13길 12,37.6396901,127.0218903,2025-03-24
강북장애인단체총연합회,송중8-21,송중동,서울특별시 강북구 오패산로38길 6-12,37.61491392,127.034221,2025-03-24
강북장애인단체총연합회,송천5-55,송천동,서울특별시 강북구 삼양로16길 35,37.61314523,127.0240272,2025-03-24
강북장애인단체총연합회,수유1-32,수유1동,서울특별시 강북구 인수봉로23길 14,37.62802207,127.0121868,2025-03-24
강북장애인단체총연합회,미아3-3,미아동,서울특별시 강북구 도봉로51길 29,37.62506626,127.0240641,2025-03-24
강북장애인단체총연합회,인수-52,인수동,서울특별시 강북구 삼양로111길 57,37.64178956,127.0132285,2025-03-24
강북장애인단체총연합회,송중9-10,송중동,서울특별시 강북구 오현로9길 166,37.62400744,127.0322684,2025-03-24
강북장애인단체총연합회,번1-22,번1동,서울특별시 강북구 덕릉로41길 15,37.63564657,127.030894,2025-03-24
강북장애인단체총연합회,미아3-61,미아동,서울특별시 강북구 오패산로52사길 9,37.62743696,127.0318501,2025-03-24
강북장애인단체총연합회,우이-22,우이동,서울특별시 강북구 삼양로163길 54,37.65956904,127.0113275,2025-03-24
강북장애인단체총연합회,삼양-31,삼양동,서울특별시 강북구 솔매로22가길 62,37.62380022,127.0148254,2025-03-24
강북장애인단체총연합회,번2-16,번2동,서울특별시 강북구 오현로25다길 60,37.62657526,127.0344555,2025-03-24
강북장애인단체총연합회,송천5-22,송천동,서울특별시 강북구 도봉로21길 10,37.61858113,127.0276263,2025-03-24
강북장애인단체총연합회,수유3-5,수유3동,서울특별시 강북구 수유로 53-5,37.63584966,127.0194706,2025-03-24
강북장애인단체총연합회,송중9-29,송중동,서울특별시 강북구 도봉로28길 70,37.62095315,127.0322966,2025-03-24
강북장애인단체총연합회,삼양-55,삼각산동,서울특별시 강북구 솔샘로48길 11-2,37.61923344,127.0182499,2025-03-24
강북장애인단체총연합회,수유1-7,수유1동,서울특별시 강북구 덕릉로 12,37.63373005,127.0148758,2025-03-24
강북장애인단체총연합회,삼양-2,삼양동,서울특별시 강북구 삼양로69길 17-4,37.62809684,127.0168307,2025-03-24
강북장애인단체총연합회,미아3-28,미아동,서울특별시 강북구 도봉로63길 30,37.62897288,127.0225064,2025-03-24
강북장애인단체총연합회,인수-8,인수동,서울특별시 강북구 인수봉로79길 79,37.6426254,127.0075972,2025-03-24
강북장애인단체총연합회,수유2-10,수유2동,서울특별시 강북구 삼각산로31길 10,37.64202362,127.0207833,2025-03-24
강북장애인단체총연합회,번1-46,번1동,서울특별시 강북구 한천로132길 70,37.64156444,127.0306586,2025-03-24
강북장애인단체총연합회,미아3-2,미아동,서울특별시 강북구 솔매로45길 7,37.62635559,127.0252595,2025-03-24
강북장애인단체총연합회,삼양-74,삼양동,서울특별시 강북구 삼양로53길 15-2,37.62441653,127.0174228,2025-03-24
강북장애인단체총연합회,인수-32,인수동,서울특별시 강북구 인수봉로55가길 30,37.63545241,127.0096526,2025-03-24
강북장애인단체총연합회,송중9-57,송중동,서울특별시 강북구 도봉로30길 42,37.62132812,127.0307738,2025-03-24
강북장애인단체총연합회,우이-54,우이동,서울특별시 강북구 4.19로 67,37.64593721,127.0071226,2025-03-24
강북장애인단체총연합회,수유3-30,수유3동,서울특별시 강북구 삼각산로34길 12,37.64139878,127.021494,2025-03-24
강북장애인단체총연합회,송중8-20,송중동,서울특별시 강북구 오패산로38길 20,37.6152518,127.0347717,2025-03-24
강북장애인단체총연합회,송천5-54,송천동,서울특별시 강북구 도봉로37길 56,37.62185289,127.0244686,2025-03-24
강북장애인단체총연합회,수유1-31,수유1동,서울특별시 강북구 삼양로77가길 98,37.62815312,127.0127742,2025-03-24
강북장애인단체총연합회,수유3-4,수유3동,서울특별시 강북구 수유로17길 19,37.63678148,127.0199229,2025-03-24
강북장애인단체총연합회,인수-51,인수동,서울특별시 강북구 인수봉로68길 19,37.64101743,127.0124795,2025-03-24
강북장애인단체총연합회,번1-21,번1동,서울특별시 강북구 덕릉로41길 43,37.63675592,127.0299278,2025-03-24
강북장애인단체총연합회,미아3-60,미아동,서울특별시 강북구 오패산로52길 73,37.6261331,127.0321729,2025-03-24
강북장애인단체총연합회,삼양-30,삼양동,서울특별시 강북구 솔매로22가길 45,37.62447262,127.0144201,2025-03-24
강북장애인단체총연합회,번2-15,번2동,서울특별시 강북구 오현로25나길 92,37.62562828,127.0332443,2025-03-24
강북장애인단체총연합회,미아3-1,미아동,서울특별시 강북구 솔매로43길 9,37.62619308,127.0241287,2025-03-24
강북장애인단체총연합회,송중9-28,송중동,서울특별시 강북구 오패산로223,37.62175323,127.032071,2025-03-24
강북장애인단체총연합회,수유1-6,수유1동,서울특별시 강북구 인수봉로 148,37.63290084,127.0137651,2025-03-24
강북장애인단체총연합회,삼양-1,삼양동,서울특별시 강북구 삼양로63가길 13,37.62772359,127.0163711,2025-03-24
강북장애인단체총연합회,인수-7,인수동,서울특별시 강북구 4.19로25길 54,37.6420748,127.0053383,2025-03-24
강북장애인단체총연합회,수유2-9,수유2동,서울특별시 강북구 삼각산로33길 3,37.64199903,127.0210782,2025-03-24
강북장애인단체총연합회,수유3-3,수유3동,서울특별시 강북구 수유로 69-10,37.6366547,127.0209329,2025-03-24
강북장애인단체총연합회,삼양-73,삼양동,서울특별시 강북구 삼양로53길 19-3,37.62428955,127.0173226,2025-03-24
강북장애인단체총연합회,송중9-56,송중동,서울특별시 강북구 도봉로38길 21,37.62292583,127.0289292,2025-03-24
강북장애인단체총연합회,우이-53,우이동,서울특별시 강북구 4.19로 55,37.64641788,127.0085667,2025-03-24
강북장애인단체총연합회,송중8-19,송중동,서울특별시 강북구 오현로 40,37.61644682,127.0343598,2025-03-24
강북장애인단체총연합회,송천5-53,송천동,서울특별시 강북구 삼양로14길 17,37.61221429,127.0225895,2025-03-24
강북장애인단체총연합회,번2-53,번2동,서울특별시 강북구 오현로25라길 28,37.62752103,127.0355196,2025-03-24
강북장애인단체총연합회,인수-50,인수동,서울특별시 강북구 인수봉로68길 25,37.6411738,127.0128627,2025-03-24
강북장애인단체총연합회,번1-20,번1동,서울특별시 강북구 한천로129길 21,37.63706586,127.0292667,2025-03-24
강북장애인단체총연합회,미아3-59,미아동,서울특별시 강북구 오패산로58길 6,37.62550421,127.0301985,2025-03-24
강북장애인단체총연합회,삼양-29,삼양동,서울특별시 강북구 솔매로22가길 37,37.62452097,127.0148159,2025-03-24
강북장애인단체총연합회,번2-14,번2동,서울특별시 강북구 오현로25나길 70,37.62608672,127.0342126,2025-03-24
강북장애인단체총연합회,수유3-2,수유3동,서울특별시 강북구 수유로23길 11-1,37.63684502,127.0221541,2025-03-24
강북장애인단체총연합회,송중9-27,송중동,서울특별시 강북구 오패산로48길 50,37.62285303,127.032136,2025-03-24
강북장애인단체총연합회,수유1-5,수유1동,서울특별시 강북구 인수봉로42길 5,37.63251523,127.0139855,2025-03-24
강북장애인단체총연합회,수유3-61,수유3동,서울특별시 강북구 노해로 104,37.64457146,127.023798,2025-03-24
강북장애인단체총연합회,인수-6,인수동,서울특별시 강북구 4.19로27길 3,37.64315261,127.0038622,2025-03-24
강북장애인단체총연합회,수유2-8,수유2동,서울특별시 강북구 노해로19길 16,37.64273142,127.0213859,2025-03-24
강북장애인단체총연합회,번2-52,번2동,서울특별시 강북구 오현로31길 22,37.62968423,127.0389244,2025-03-24
강북장애인단체총연합회,삼양-72,삼양동,서울특별시 강북구 삼양로53길 25-14,37.62394418,127.0169646,2025-03-24
강북장애인단체총연합회,송중9-55,송중동,서울특별시 강북구 도봉로38길 29,37.62309284,127.0295161,2025-03-24
강북장애인단체총연합회,우이-52,우이동,서울특별시 강북구 삼양로139나길 2,37.64897333,127.0124537,2025-03-24
강북장애인단체총연합회,송중8-18,송중동,서울특별시 강북구 오패산로 156,37.61557682,127.033748,2025-03-24
강북장애인단체총연합회,송천5-52,송천동,서울특별시 강북구 삼양로 230-12,37.62400158,127.0195354,2025-03-24
강북장애인단체총연합회,수유3-1,수유3동,서울특별시 강북구 노해로7길 6,37.63794613,127.0223776,2025-03-24
강북장애인단체총연합회,인수-49,인수동,서울특별시 강북구 삼양로107길 45,37.64128293,127.0140624,2025-03-24
강북장애인단체총연합회,번1-19,번1동,서울특별시 강북구 덕릉로41길 70,37.63764041,127.0290099,2025-03-24
강북장애인단체총연합회,미아3-58,미아동,서울특별시 강북구 오패산로60길 15,37.62621735,127.0303592,2025-03-24
강북장애인단체총연합회,삼양-28,삼양동,서울특별시 강북구 솔매로22가길 29,37.62452408,127.0151897,2025-03-24
강북장애인단체총연합회,번2-13,번2동,서울특별시 강북구 오현로25나길 39,37.62672086,127.0357338,2025-03-24
강북장애인단체총연합회,번2-51,번2동,서울특별시 강북구 오현로31길 113-4,37.63248013,127.0348324,2025-03-24
강북장애인단체총연합회,송중9-26,송중동,서울특별시 강북구 오패산로48길 26,37.62187369,127.0324772,2025-03-24
강북장애인단체총연합회,수유1-4,수유1동,서울특별시 강북구 인수봉로41길 15-1,37.63225285,127.0127767,2025-03-24
강북장애인단체총연합회,수유3-60,수유3동,서울특별시 강북구 수유로21길 4,37.63651796,127.0218298,2025-03-24
강북장애인단체총연합회,인수-5,인수동,서울특별시 강북구 4.19로 103,37.64361352,127.0040261,2025-03-24
강북장애인단체총연합회,수유2-7,수유2동,서울특별시 강북구 한천로155길 24,37.64382004,127.0201025,2025-03-24
강북장애인단체총연합회,수유2-45,수유2동,서울특별시 강북구 노해로35가길 30,37.64861302,127.0211275,2025-03-24
강북장애인단체총연합회,삼양-71,삼양동,서울특별시 강북구 삼양로 229,37.62387477,127.0183702,2025-03-24
강북장애인단체총연합회,송중9-54,송중동,서울특별시 강북구 도봉로38길 57,37.62368765,127.0306299,2025-03-24
강북장애인단체총연합회,우이-51,우이동,서울특별시 강북구 삼양로139길 50,37.64818231,127.0116029,2025-03-24
강북장애인단체총연합회,송중8-17,송중동,서울특별시 강북구 월계로 57,37.61220546,127.0357738,2025-03-24
강북장애인단체총연합회,송천5-51,송천동,서울특별시 강북구 숭인로7길 7,37.61245571,127.0245459,2025-03-24
강북장애인단체총연합회,번2-50,번2동,서울특별시 강북구 오현로31길 125-5,37.63265949,127.0347282,2025-03-24
강북장애인단체총연합회,인수-48,인수동,서울특별시 강북구 삼각산로17길 9-5,37.64094512,127.0146107,2025-03-24
강북장애인단체총연합회,번1-18,번1동,서울특별시 강북구 한천로123가길 60,37.63782538,127.0273986,2025-03-24
강북장애인단체총연합회,미아3-57,미아동,서울특별시 강북구 오패산로60길 5-6,37.62622282,127.0299286,2025-03-24
강북장애인단체총연합회,삼양-27,삼양동,서울특별시 강북구 솔매로22가길 21,37.624628,127.0157661,2025-03-24
강북장애인단체총연합회,번2-12,번2동,서울특별시 강북구 오현로25나길 20,37.62741186,127.0364953,2025-03-24
강북장애인단체총연합회,수유2-44,수유2동,서울특별시 강북구 노해로35가길 24,37.64836311,127.0214141,2025-03-24
강북장애인단체총연합회,송중9-25,송중동,서울특별시 강북구 오패산로 174,37.61725955,127.0334771,2025-03-24
강북장애인단체총연합회,수유1-3,수유1동,서울특별시 강북구 화계사1나길 18,37.63273776,127.0115013,2025-03-24
강북장애인단체총연합회,수유3-59,수유3동,서울특별시 강북구 한천로144길 71-13,37.64402346,127.0272726,2025-03-24
강북장애인단체총연합회,인수-4,인수동,서울특별시 강북구 인수봉로79길 108-18,37.64302535,127.0058696,2025-03-24
강북장애인단체총연합회,수유2-6,수유2동,서울특별시 강북구 한천로155길 38,37.64393067,127.0193192,2025-03-24
강북장애인단체총연합회,번2-49,번2동,서울특별시 강북구 오현로31길 133-13,37.63260006,127.0340718,2025-03-24
강북장애인단체총연합회,삼양-70,삼양동,서울특별시 강북구 솔매로 31-1,37.62555691,127.0158672,2025-03-24
강북장애인단체총연합회,송중9-53,송중동,서울특별시 강북구 도봉로38길 45-1,37.62345805,127.0301004,2025-03-24
강북장애인단체총연합회,우이-50,우이동,서울특별시 강북구 삼양로139길 70,37.64791308,127.0106546,2025-03-24
강북장애인단체총연합회,삼양-26,삼양동,서울특별시 강북구 솔매로22길 43,37.62409409,127.0154899,2025-03-24
강북장애인단체총연합회,송천5-50,송천동,서울특별시 강북구 숭인로7길 11,37.61264416,127.0244528,2025-03-24
강북장애인단체총연합회,수유2-43,수유2동,서울특별시 강북구 노해로35가길 28,37.64851495,127.0212534,2025-03-24
강북장애인단체총연합회,인수-47,인수동,서울특별시 강북구 삼각산로18길 4,37.64037513,127.0154114,2025-03-24
강북장애인단체총연합회,번1-17,번1동,서울특별시 강북구 한천로123가길 50,37.63746001,127.0278906,2025-03-24
강북장애인단체총연합회,미아3-56,미아동,서울특별시 강북구 도봉로50길 29-4,37.62601261,127.02847,2025-03-24
강북장애인단체총연합회,인수-3,인수동,서울특별시 강북구 인수봉로79가길 52,37.64393229,127.0065714,2025-03-24
강북장애인단체총연합회,번2-11,번2동,서울특별시 강북구 오현로25길 16,37.62812161,127.0373471,2025-03-24
강북장애인단체총연합회,송중9-9,송중동,서울특별시 강북구 오패산로52마길 27,37.62457169,127.0318532,2025-03-24
강북장애인단체총연합회,번2-48,번2동,서울특별시 강북구 덕릉로40길 67,37.63405988,127.0329879,2025-03-24
강북장애인단체총연합회,송중9-24,송중동,서울특별시 강북구 오현로9길 17,37.61730626,127.0336804,2025-03-24
강북장애인단체총연합회,우이-21,우이동,서울특별시 강북구 삼양로163길 35,37.6588702,127.0118014,2025-03-24
강북장애인단체총연합회,수유1-2,수유1동,서울특별시 강북구 화계사길 25,37.63350715,127.0119217,2025-03-24
강북장애인단체총연합회,수유3-58,수유3동,서울특별시 강북구 도봉로101길 19,37.64321323,127.0295494,2025-03-24
강북장애인단체총연합회,송천5-21,송천동,서울특별시 강북구 도봉로27길 28,37.61995369,127.0268948,2025-03-24
강북장애인단체총연합회,송중8-15,송중동,서울특별시 강북구 월계로 99,37.61505199,127.0389992,2025-03-24
강북장애인단체총연합회,수유2-5,수유2동,서울특별시 강북구 한천로155길 42,37.64401842,127.0190347,2025-03-24
강북장애인단체총연합회,삼양-54,삼각산동,서울특별시 강북구 솔샘로48길 5-19,37.61911229,127.0188519,2025-03-24
강북장애인단체총연합회,수유2-42,수유2동,서울특별시 강북구 노해로35길 7,37.64684048,127.0246976,2025-03-24
강북장애인단체총연합회,삼양-69,삼양동,서울특별시 강북구 솔매로 29-3,37.62560832,127.0155493,2025-03-24
강북장애인단체총연합회,미아3-27,미아동,서울특별시 강북구 도봉로63길 15,37.62900656,127.0233103,2025-03-24
강북장애인단체총연합회,송중9-52,송중동,서울특별시 강북구 솔매로50가길 32,37.62353774,127.0299295,2025-03-24
강북장애인단체총연합회,우이-49,우이동,서울특별시 강북구 삼양로139나길 52,37.64838288,127.0097305,2025-03-24
강북장애인단체총연합회,번1-45,번1동,서울특별시 강북구 도봉로 394,37.64162257,127.0300573,2025-03-24
강북장애인단체총연합회,삼양-25,삼양동,서울특별시 강북구 솔매로22길 32,37.62450215,127.0158018,2025-03-24
강북장애인단체총연합회,송천5-49,송천동,서울특별시 강북구 숭인로7길 21,37.61302284,127.0244818,2025-03-24
강북장애인단체총연합회,인수-31,인수동,서울특별시 강북구 인수봉로55다길 6,37.63703795,127.0096203,2025-03-24
강북장애인단체총연합회,번2-47,번2동,서울특별시 강북구 덕릉로42길 40-14,37.63348599,127.0311259,2025-03-24
강북장애인단체총연합회,인수-46,인수동,서울특별시 강북구 인수봉로64길 29,37.63997961,127.0144422,2025-03-24
강북장애인단체총연합회,수유3-29,수유3동,서울특별시 강북구 노해로9가길 10,37.63859394,127.019004,2025-03-24
강북장애인단체총연합회,번1-16,번1동,서울특별시 강북구 한천로123가길 5,37.6361313,127.0295734,2025-03-24
강북장애인단체총연합회,미아3-55,미아동,서울특별시 강북구 솔매로50길 14,37.62581158,127.0270338,2025-03-24
강북장애인단체총연합회,수유1-30,수유1동,서울특별시 강북구 삼양로77가길 92,37.62821846,127.0130452,2025-03-24
강북장애인단체총연합회,인수-2,인수동,서울특별시 강북구 인수봉로79가길 41-2,37.64348401,127.006838,2025-03-24
강북장애인단체총연합회,번2-10,번2동,서울특별시 강북구 오현로25가길 5,37.62757323,127.0375014,2025-03-24
강북장애인단체총연합회,송중9-8,송중동,서울특별시 강북구 오패산로52나길 30,37.62519399,127.0308256,2025-03-24
강북장애인단체총연합회,수유2-41,수유2동,서울특별시 강북구 노해로35길 13,37.64709134,127.0245243,2025-03-24
강북장애인단체총연합회,송중9-23,송중동,서울특별시 강북구 오현로9길 41,37.61843969,127.0334505,2025-03-24
강북장애인단체총연합회,우이-20,우이동,서울특별시 강북구 삼양로163길 18,37.65879661,127.0126978,2025-03-24
강북장애인단체총연합회,수유1-1,수유1동,서울특별시 강북구 화계사길 37-7,37.63319429,127.0111441,2025-03-24
강북장애인단체총연합회,수유3-57,수유3동,서울특별시 강북구 도봉로101길 29,37.64348899,127.0291152,2025-03-24
강북장애인단체총연합회,송천5-20,송천동,서울특별시 강북구 도봉로31길 5,37.62089104,127.026928,2025-03-24
강북장애인단체총연합회,송중8-14,송중동,서울특별시 강북구 월계로21길 1,37.61370753,127.0376573,2025-03-24
강북장애인단체총연합회,수유2-4,수유2동,서울특별시 강북구 삼양로116길 25,37.64375457,127.0176444,2025-03-24
강북장애인단체총연합회,삼양-53,삼양동,서울특별시 강북구 솔샘로47가길 14,37.62070504,127.0175169,2025-03-24
강북장애인단체총연합회,번2-46,번2동,서울특별시 강북구 덕릉로42길 40-6,37.63357952,127.0315439,2025-03-24
강북장애인단체총연합회,삼양-68,삼양동,서울특별시 강북구 솔매로 34-7,37.62525238,127.0160864,2025-03-24
강북장애인단체총연합회,미아3-26,미아동,서울특별시 강북구 도봉로63길 4,37.62932704,127.0239292,2025-03-24
강북장애인단체총연합회,송중9-51,송중동,서울특별시 강북구 도봉로36길 16,37.62246143,127.0294337,2025-03-24
강북장애인단체총연합회,우이-48,우이동,서울특별시 강북구 삼양로139나길 38-17,37.64899817,127.0100396,2025-03-24
강북장애인단체총연합회,번1-44,번1동,서울특별시 강북구 도봉로 386-6,37.6410233,127.0294985,2025-03-24
강북장애인단체총연합회,삼양-24,삼양동,서울특별시 강북구 삼양로 257,37.62627736,127.0179875,2025-03-24
강북장애인단체총연합회,송천5-48,송천동,서울특별시 강북구 숭인로7길 31,37.6135528,127.0242824,2025-03-24
강북장애인단체총연합회,인수-30,인수동,서울특별시 강북구 삼각산로4길 52-18,37.63766101,127.0087056,2025-03-24
강북장애인단체총연합회,수유2-40,수유2동,서울특별시 강북구 노해로35길 31,37.64733762,127.0237959,2025-03-24
강북장애인단체총연합회,인수-45,인수동,서울특별시 강북구 인수봉로 227,37.63944003,127.0124098,2025-03-24
강북장애인단체총연합회,수유3-28,수유3동,서울특별시 강북구 삼각산로28길 67,37.63812594,127.0201545,2025-03-24
강북장애인단체총연합회,번1-15,번1동,서울특별시 강북구 오패산로73길 9,37.63634458,127.0270213,2025-03-24
강북장애인단체총연합회,미아3-54,미아동,서울특별시 강북구 도봉로50길 10,37.62539854,127.0272091,2025-03-24
강북장애인단체총연합회,수유1-29,수유1동,서울특별시 강북구 삼양로77길 73,37.62842051,127.0145833,2025-03-24
강북장애인단체총연합회,인수-1,인수동,서울특별시 강북구 인수봉로75길 46,37.64394961,127.0086334,2025-03-24
강북장애인단체총연합회,번2-9,번2동,서울특별시 강북구 오현로25가길 16,37.62731608,127.0369043,2025-03-24
강북장애인단체총연합회,송중9-7,송중동,서울특별시 강북구 오패산로 269,37.62531176,127.0298045,2025-03-24
강북장애인단체총연합회,번2-45,번2동,서울특별시 강북구 덕릉로40길 39,37.63393079,127.031528,2025-03-24
강북장애인단체총연합회,송중9-22,송중동,서울특별시 강북구 오패산로52다길 52,37.62254447,127.032967,2025-03-24
강북장애인단체총연합회,우이-19,우이동,서울특별시 강북구 삼양로163나길 36,37.66022482,127.0121689,2025-03-24
강북장애인단체총연합회,인수-73,인수동,서울특별시 강북구 인수봉로50길 6,37.63477308,127.0135365,2025-03-24
강북장애인단체총연합회,수유3-56,수유3동,서울특별시 강북구 도봉로101길 35,37.64368486,127.0288294,2025-03-24
강북장애인단체총연합회,송천5-19,송천동,서울특별시 강북구 도봉로35길 28,37.62164396,127.0253549,2025-03-24
강북장애인단체총연합회,송중8-13,송중동,서울특별시 강북구 월계로21나길 15,37.61488924,127.0378233,2025-03-24
강북장애인단체총연합회,수유2-3,수유2동,서울특별시 강북구 삼양로112길 29,37.64276543,127.0178841,2025-03-24
강북장애인단체총연합회,삼양-52,삼양동,서울특별시 강북구 삼양로35가길 4,37.62053532,127.019864,2025-03-24
강북장애인단체총연합회,수유2-39,수유2동,서울특별시 강북구 노해로35길 39,37.64745099,127.0233411,2025-03-24
강북장애인단체총연합회,삼양-67,삼양동,서울특별시 강북구 솔매로 12,37.62511515,127.0136753,2025-03-24
강북장애인단체총연합회,미아3-25,미아동,서울특별시 강북구 도봉로61길 22,37.62870371,127.0237334,2025-03-24
강북장애인단체총연합회,송중9-50,송중동,서울특별시 강북구 도봉로20가길 86,37.62229349,127.0287335,2025-03-24
강북장애인단체총연합회,우이-47,우이동,서울특별시 강북구 삼양로141길 61,37.64874611,127.0111422,2025-03-24
강북장애인단체총연합회,번1-43,번1동,서울특별시 강북구 도봉로96길 5-11,37.641116,127.0298146,2025-03-24
강북장애인단체총연합회,삼양-23,삼양동,서울특별시 강북구 삼양로59길 25,37.62612313,127.0167773,2025-03-24
강북장애인단체총연합회,송천5-47,송천동,서울특별시 강북구 숭인로7길 45,37.61407236,127.0239131,2025-03-24
강북장애인단체총연합회,인수-29,인수동,서울특별시 강북구 삼각산로4길 52-2,37.63825619,127.0087657,2025-03-24
강북장애인단체총연합회,번2-44,번2동,서울특별시 강북구 덕릉로40길 23-15,37.63425634,127.0316711,2025-03-24
강북장애인단체총연합회,인수-44,인수동,서울특별시 강북구 인수봉로 218-1,37.63904427,127.0135707,2025-03-24
강북장애인단체총연합회,수유3-27,수유3동,서울특별시 강북구 노해로9길 48,37.63826257,127.0192463,2025-03-24
강북장애인단체총연합회,번1-14,번1동,서울특별시 강북구 오패산로77가길 8,37.63653466,127.0260331,2025-03-24
강북장애인단체총연합회,미아3-53,미아동,서울특별시 강북구 솔매로50길 33-5,37.62505184,127.0277801,2025-03-24
강북장애인단체총연합회,수유1-28,수유1동,서울특별시 강북구 삼양로77가길 48-4,37.62861509,127.0152265,2025-03-24
강북장애인단체총연합회,우이-75,우이동,서울특별시 강북구 인수봉로 318,37.64713827,127.0106649,2025-03-24
강북장애인단체총연합회,번2-8,번2동,서울특별시 강북구 오현로25가길 38,37.62669596,127.0359947,2025-03-24
강북장애인단체총연합회,송중9-6,미아동,서울특별시 강북구 오패산로 262,37.62487522,127.0304106,2025-03-24
강북장애인단체총연합회,수유2-38,수유2동,서울특별시 강북구 노해로35길 57,37.64772128,127.0222497,2025-03-24
강북장애인단체총연합회,송중9-21,송중동,서울특별시 강북구 오패산로52다길 42,37.62299382,127.0328252,2025-03-24
강북장애인단체총연합회,우이-18,우이동,서울특별시 강북구 삼양로163나길 54,37.66096899,127.0117283,2025-03-24
강북장애인단체총연합회,인수-72,인수동,서울특별시 강북구 인수봉로 164,37.63439497,127.0135754,2025-03-24
강북장애인단체총연합회,수유3-55,수유3동,서울특별시 강북구 도봉로101길 39,37.64377375,127.0286809,2025-03-24
강북장애인단체총연합회,번1-42,번1동,서울특별시 강북구 도봉로96길 46-6,37.63939262,127.0306188,2025-03-24
강북장애인단체총연합회,송중8-12,송중동,서울특별시 강북구 월계로21나길 20-5,37.61520835,127.0382836,2025-03-24
강북장애인단체총연합회,수유2-2,수유2동,서울특별시 강북구 삼양로112길 19,37.64269982,127.017579,2025-03-24
강북장애인단체총연합회,삼양-51,삼양동,서울특별시 강북구 삼양로35길 4,37.62040516,127.0204661,2025-03-24
