행정동,지번주소,도로명주소,위도,경도,기준일
자양4동,자양동 192-24,뚝섬로22길 73,37.53424262,127.0615138,2025-03-04
자양4동,자양동 203-18,뚝섬로22길 42,37.53548324,127.0609325,2025-03-04
자양4동,자양동 10-7,아차산로26길 31,37.53985052,127.0658953,2025-03-04
자양4동,자양동 857,동일로18길 36,37.53941846,127.0648013,2025-03-04
자양4동,자양동 87-1,능동로1길 15,37.53270299,127.065535,2025-03-04
화양동,화양동 9-18,아차산로31길 13,37.5416989,127.0693878,2025-03-04
화양동,화양동 9-22,아차산로31길 9,37.54148282,127.0692729,2025-03-04
화양동,화양동 35-5,아차산로27길 45,37.54360508,127.0684267,2025-03-04
화양동,화양동 35-67,아차산로27길 61,37.54425972,127.068772,2025-03-04
화양동,화양동 33-55,동일로26길 29,37.54511299,127.0676349,2025-03-04
화양동,화양동 24-33,,37.54420569,127.0652257,2025-03-04
화양동,화양동 41-8,동일로 146,37.54533804,127.066078,2025-03-04
화양동,화양동 20-25,광나루로12길 19,37.54673633,127.0676174,2025-03-04
화양동,화양동 32-18,동일로28길 30,37.5463072,127.0682221,2025-03-04
화양동,화양동 21-1,광나루로 352,37.54798858,127.068801,2025-03-04
화양동,화양동 116-2,광나루로 370,37.54759747,127.070902,2025-03-04
화양동,화양동 202,광나루로 386-3,37.54740373,127.0727291,2025-03-04
화양동,화양동 110-51,,37.54631016,127.0729232,2025-03-04
화양동,화양동 110-30,,37.54660756,127.0720663,2025-03-04
화양동,화양동 110-44,,37.54674676,127.0719277,2025-03-04
화양동,화양동 110-33,,37.54622159,127.071158,2025-03-04
화양동,화양동 132-98,,37.54682382,127.0706977,2025-03-04
화양동,화양동 529,능동로15길 22,37.5453437,127.0715285,2025-03-04
화양동,화양동 89-2,능동로15길 4,37.54504422,127.0726803,2025-03-04
화양동,화양동 12-71,군자로 15,37.5447358,127.0712165,2025-03-04
화양동,화양동 29-12,,37.54489987,127.073722,2025-03-04
화양동,화양동 111-56,,37.54548205,127.0739431,2025-03-04
화양동,화양동 499-72,,37.54589216,27.07427105,2025-03-04
화양동,화양동 499-56,광나루로22길 13,37.5460923,127.0752184,2025-03-04
화양동,화양동  495-25,능동로16길 60,37.5452426,127.076295,2025-03-04
군자동,군자동 370-7,광나루로17길 13-4,37.54833485,127.0725416,2025-03-04
군자동,군자동 366-11,,37.5498826,127.0726618,2025-03-04
군자동,군자동 362-1,군자로 70,37.5492697,127.0710902,2025-03-04
군자동,군자동 344-8,동일로38길 15,37.55141958,127.0703292,2025-03-04
군자동,군자동 149-15,,37.55349063,127.07399,2025-03-04
군자동,군자동 110-17,능동로21길 61,37.55319111,127.0741839,2025-03-04
군자동,군자동 90-10,능동로21길 56,37.55300836,127.074505,2025-03-04
군자동,군자동 275,동일로48길 27,37.55242338,127.0747312,2025-03-04
군자동,군자동 279,,37.55231102,127.0748789,2025-03-04
군자동,군자동 290,능동로21길 33,37.55210119,127.074718,2025-03-04
군자동,군자동 274-1,,37.55134453,127.0757193,2025-03-04
군자동,군자동 253,,37.55171024,127.0757308,2025-03-04
군자동,군자동 300,능동로23길 11-6,37.55228569,127.0757449,2025-03-04
군자동,군자동 224,,37.55217105,127.0760802,2025-03-04
군자동,군자동 240,능동로25길 13,37.55291135,127.0764475,2025-03-04
군자동,군자동 88-28,능동로25길 36,37.5528521,127.075116,2025-03-04
군자동,군자동 149-4,,37.55363039,127.0742551,2025-03-04
군자동,군자동 70-8,능동로27나길 2,37.55465992,127.0764349,2025-03-04
군자동,군자동 2-37,,37.55403151,127.0765157,2025-03-04
군자동,군자동 27-19,능동로27가길 5,37.55360118,127.0765457,2025-03-04
군자동,군자동 27-26,,37.55354793,127.0759779,2025-03-04
군자동,군자동 28-1,능동로27가길 25,37.55336318,127.0754885,2025-03-04
군자동,군자동 49-25,면목로6길 16,37.55609112,127.0764927,2025-03-04
군자동,군자동 22-3,,37.55706942,127.075085,2025-03-04
군자동,군자동 40-5,동일로56나길 17,37.55632384,127.0745238,2025-03-04
군자동,군자동 164-3,,37.55632689,127.0733968,2025-03-04
군자동,군자동 171-5,,37.55657824,127.0741688,2025-03-04
군자동,군자동 142-9,동일로56가길 14,37.5553829,127.0728336,2025-03-04
군자동,군자동 142-35,,37.55545443,127.0725608,2025-03-04
군자동,군자동 117-25,동일로52길 11-4,37.55478887,127.072106,2025-03-04
군자동,군자동 117-37,동일로52길 3-8,37.55503377,127.0717953,2025-03-04
군자동,군자동 115-2,,37.55417708,127.073007,2025-03-04
군자동,군자동 145-49,동일로52길 35-3,37.55427498,127.0730801,2025-03-04
군자동,군자동 111-6,,37.55393536,127.0732723,2025-03-04
