행정동,도로명주소,지번주소,위도,경도,데이터기준일자
대림1동,서울특별시 영등포구 디지털로69가길 1,서울특별시 영등포구 대림동 881-3,37.4940050177,126.9040834794,2024-08-23
대림1동,서울특별시 영등포구 디지털로70길 16-3,서울특별시 영등포구 대림동 942-49,37.4929616300,126.9064211000,2024-08-23
대림1동,서울특별시 영등포구 대림로8길 31,서울특별시 영등포구 대림동 958-2,37.4922211600,126.9066173000,2024-08-23
대림1동,서울특별시 영등포구 시흥대로183길 7-6,서울특별시 영등포구 대림동 976-46,37.4907221057,126.9067812511,2024-08-23
대림1동,서울특별시 영등포구 대림로10길 5,서울특별시 영등포구 대림동 1018-18,37.4908806000,126.9038690000,2024-08-23
대림1동,서울특별시 영등포구 대림로 106,서울특별시 영등포구 대림동 870,37.4913317598,126.9030161764,2024-08-23
대림1동,서울특별시 영등포구 대림로22길 2,서울특별시 영등포구 대림동 834-1,37.4931431584,126.9016166272,2024-08-23
대림1동,서울특별시 영등포구 도림로 202,서울특별시 영등포구 대림동 755-24,37.4967087300,126.9032719000,2024-08-23
대림1동,서울특별시 영등포구 도림로 213,,,,2024-08-23
대림2동,서울특별시 영등포구 시흥대로173길 18-1,서울특별시 영등포구 대림동 994-25,37.4871190400,126.9021747000,2024-08-23
대림2동,서울특별시 영등포구 도림천로19길 12,서울특별시 영등포구 대림동 1101-1,37.4868987464,126.9005633172,2024-08-23
대림2동,서울특별시 영등포구 디지털로38길 20-20,서울특별시 영등포구 대림동 1095-35,37.4872443636,126.9004451528,2024-08-23
대림2동,서울특별시 영등포구 디지털로38길 20-20,서울특별시 영등포구 대림동 1095-35,37.4872443636,126.9004451528,2024-08-23
대림2동,서울특별시 영등포구 디지털로38길 8-8,서울특별시 영등포구 대림동 1081-88,37.4881656776,126.8995270315,2024-08-23
대림2동,서울특별시 영등포구 디지털로 336-1,서울특별시 영등포구 대림동 1087-40,37.4879643778,126.8985608796,2024-08-23
대림2동,서울특별시 영등포구 디지털로48가길 12,서울특별시 영등포구 대림동 1023-13,37.4891446400,126.9021226000,2024-08-23
대림2동,서울특별시 영등포구 도림로 228,서울특별시 영등포구 신길동 435-20,37.4985376462,126.9048956432,2024-08-23
대림2동,서울특별시 영등포구 디지털로48길 23,서울특별시 영등포구 대림동 1025-73,37.4881506800,126.9016172000,2024-08-23
대림2동,서울특별시 영등포구 디지털로54가길 2,서울특별시 영등포구 대림동 1024-11,37.4888178447,126.9029982820,2024-08-23
대림2동,서울특별시 영등포구 시흥대로175가길 8,서울특별시 영등포구 대림동 993-31,37.4880166000,126.9036815000,2024-08-23
대림2동,서울특별시 영등포구 도림천로 425,서울특별시 영등포구 대림동 1117-2,37.4874924622,126.8984934491,2024-08-23
대림2동,서울특별시 영등포구 도림천로 411,서울특별시 영등포구 대림동 1116-39,37.4883754729,126.8975807806,2024-08-23
대림2동,서울특별시 영등포구 도림천로 401,서울특별시 영등포구 대림동 1116-31,37.4892145568,126.8970343955,2024-08-23
대림2동,서울특별시 영등포구 도림로 124-11,서울특별시 영등포구 대림동 1055-5,37.4918532600,126.8964316000,2024-08-23
대림2동,서울특별시 영등포구 디지털로56길 16,서울특별시 영등포구 대림동 1020-6,37.4902602000,126.9031404000,2024-08-23
대림2동,서울특별시 영등포구 디지털로53길 25-2,서울특별시 영등포구 대림동 1039-1,37.4926189400,126.8996744000,2024-08-23
대림2동,서울특별시 영등포구 대림로23가길 10-1,서울특별시 영등포구 대림동 704-8,37.4924225300,126.8992663000,2024-08-23
대림2동,서울특별시 영등포구 디지털로37나길 ,,,,2024-08-23
대림2동,서울특별시 영등포구 대림로23나길 7-1,서울특별시 영등포구 대림동 704-13,37.4924215900,126.8990073000,2024-08-23
대림2동,서울특별시 영등포구 대림로23나길 1,서울특별시 영등포구 대림동 704-18,37.4928755084,126.8985731222,2024-08-23
대림3동,서울특별시 영등포구 대림로 256,서울특별시 영등포구 대림동 650,37.5041515900,126.8966941000,2024-08-23
대림3동,서울특별시 영등포구 가마산로48길 22,서울특별시 영등포구 대림동 674-4,37.5011858546,126.9018867683,2024-08-23
대림3동,서울특별시 영등포구 도림로47길 35-1,서울특별시 영등포구 대림동 691,37.4982922971,126.8990266258,2024-08-23
대림3동,서울특별시 영등포구 도림로47길 24,서울특별시 영등포구 대림동 773-12,37.4973518000,126.8997384000,2024-08-23
대림3동,서울특별시 영등포구 도림로47가길 14,서울특별시 영등포구 대림동 754-8,37.4975278919,126.9010598078,2024-08-23
대림3동,서울특별시 영등포구 도림로31길 26-1,서울특별시 영등포구 대림동 807-1,37.4946841400,126.8950088000,2024-08-23
대림3동,서울특별시 영등포구 도림로31길 14-1,서울특별시 영등포구 대림동 808-4,37.4937108800,126.8956234000,2024-08-23
대림3동,서울특별시 영등포구 도림로39길 7,서울특별시 영등포구 대림동 812-10,37.4936981200,126.8966922000,2024-08-23
대림3동,서울특별시 영등포구 도림로39길 21,서울특별시 영등포구 대림동 713-7,37.4945988600,126.8979414000,2024-08-23
대림3동,서울특별시 영등포구 대림로29길 19,서울특별시 영등포구 대림동 714-1,37.4951099700,126.8973809000,2024-08-23
대림3동,서울특별시 영등포구 대림로29다길 12-3,서울특별시 영등포구 대림동 1112-6,37.4954390724,126.8956984857,2024-08-23
대림3동,서울특별시 영등포구 대림로35길 12,서울특별시 영등포구 대림동 775-13,37.4988064200,126.8967400000,2024-08-23
대림3동,서울특별시 영등포구 가마산로32가길 7,서울특별시 영등포구 대림동 795-1,37.4972460600,126.8953183000,2024-08-23
대림3동,서울특별시 영등포구 대림로41길 26,서울특별시 영등포구 대림동 801-6,37.5002799739,126.8943535587,2024-08-23
대림3동,서울특별시 영등포구 도신로4길 20,서울특별시 영등포구 대림동 786-4,37.5016993000,126.8959498000,2024-08-23
대림3동,서울특별시 영등포구 가마산로31길 36-22,서울특별시 영등포구 대림동 789-1,37.5017728200,126.8947207000,2024-08-23
대림3동,서울특별시 영등포구 가마산로31길 36-2,서울특별시 영등포구 대림동 792,37.5012819993,126.8937697257,2024-08-23
대림3동,서울특별시 영등포구 대림로39길 23,서울특별시 영등포구 대림동 778-8,37.4992163623,126.8951915720,2024-08-23
대림3동,서울특별시 영등포구 대림로44길 25,서울특별시 영등포구 대림동 656-3,37.5037574000,126.8989786000,2024-08-23
대림3동,서울특별시 영등포구 도신로12길 6,서울특별시 영등포구 대림동 1118-4,37.5046061030,126.8980935590,2024-08-23
